Strategy,Total Output,End WIP,Avg Cycle Time,Strategy Label
A,61,61,15.0,Increased Capacity (1-7)
A,49,65,15.62,Increased Capacity (1-7)
A,56,53,15.25,Increased Capacity (1-7)
A,57,68,15.1,Increased Capacity (1-7)
A,50,73,15.29,Increased Capacity (1-7)
A,58,67,14.95,Increased Capacity (1-7)
A,61,39,14.36,Increased Capacity (1-7)
A,60,72,14.33,Increased Capacity (1-7)
A,48,68,18.17,Increased Capacity (1-7)
A,55,61,14.53,Increased Capacity (1-7)
A,60,64,14.12,Increased Capacity (1-7)
A,47,81,17.0,Increased Capacity (1-7)
A,51,75,16.6,Increased Capacity (1-7)
A,58,41,13.27,Increased Capacity (1-7)
A,49,80,16.08,Increased Capacity (1-7)
A,53,70,15.47,Increased Capacity (1-7)
A,52,50,13.62,Increased Capacity (1-7)
A,60,49,13.25,Increased Capacity (1-7)
A,60,53,14.25,Increased Capacity (1-7)
A,53,60,14.0,Increased Capacity (1-7)
A,51,65,15.07,Increased Capacity (1-7)
A,60,45,14.42,Increased Capacity (1-7)
A,57,62,15.52,Increased Capacity (1-7)
A,57,67,14.29,Increased Capacity (1-7)
A,64,58,14.25,Increased Capacity (1-7)
A,56,60,13.8,Increased Capacity (1-7)
A,49,81,18.23,Increased Capacity (1-7)
A,53,60,13.29,Increased Capacity (1-7)
A,55,71,15.21,Increased Capacity (1-7)
A,54,61,15.06,Increased Capacity (1-7)
A,52,77,14.69,Increased Capacity (1-7)
A,56,58,13.4,Increased Capacity (1-7)
A,55,58,16.0,Increased Capacity (1-7)
A,54,56,15.89,Increased Capacity (1-7)
A,60,64,16.33,Increased Capacity (1-7)
A,55,47,15.21,Increased Capacity (1-7)
A,59,58,14.57,Increased Capacity (1-7)
A,63,60,15.81,Increased Capacity (1-7)
A,54,69,15.89,Increased Capacity (1-7)
A,49,60,16.08,Increased Capacity (1-7)
A,49,70,16.38,Increased Capacity (1-7)
A,57,53,14.05,Increased Capacity (1-7)
A,61,46,12.8,Increased Capacity (1-7)
A,52,55,13.12,Increased Capacity (1-7)
A,62,51,12.65,Increased Capacity (1-7)
A,56,65,16.85,Increased Capacity (1-7)
A,60,59,14.88,Increased Capacity (1-7)
A,48,79,16.92,Increased Capacity (1-7)
A,58,63,14.59,Increased Capacity (1-7)
A,55,61,13.79,Increased Capacity (1-7)
A,56,40,13.8,Increased Capacity (1-7)
A,62,69,15.04,Increased Capacity (1-7)
A,53,59,15.06,Increased Capacity (1-7)
A,59,57,14.74,Increased Capacity (1-7)
A,55,62,15.26,Increased Capacity (1-7)
A,57,69,15.14,Increased Capacity (1-7)
A,51,71,15.8,Increased Capacity (1-7)
A,54,54,15.89,Increased Capacity (1-7)
A,53,59,16.0,Increased Capacity (1-7)
A,52,52,14.06,Increased Capacity (1-7)
A,56,52,15.25,Increased Capacity (1-7)
A,59,57,13.87,Increased Capacity (1-7)
A,62,49,14.85,Increased Capacity (1-7)
A,56,60,14.15,Increased Capacity (1-7)
A,56,51,15.5,Increased Capacity (1-7)
A,57,71,13.9,Increased Capacity (1-7)
A,60,55,14.79,Increased Capacity (1-7)
A,58,50,15.23,Increased Capacity (1-7)
A,53,61,15.94,Increased Capacity (1-7)
A,53,59,13.71,Increased Capacity (1-7)
A,57,68,15.81,Increased Capacity (1-7)
A,56,50,13.55,Increased Capacity (1-7)
A,53,66,15.41,Increased Capacity (1-7)
A,57,65,15.76,Increased Capacity (1-7)
A,52,54,15.06,Increased Capacity (1-7)
A,51,53,14.47,Increased Capacity (1-7)
A,53,48,13.0,Increased Capacity (1-7)
A,58,69,12.77,Increased Capacity (1-7)
A,55,53,14.37,Increased Capacity (1-7)
A,56,64,14.65,Increased Capacity (1-7)
A,60,51,13.96,Increased Capacity (1-7)
A,50,58,15.79,Increased Capacity (1-7)
A,58,64,14.82,Increased Capacity (1-7)
A,54,63,15.61,Increased Capacity (1-7)
A,58,64,14.23,Increased Capacity (1-7)
A,50,73,17.21,Increased Capacity (1-7)
A,59,55,13.7,Increased Capacity (1-7)
A,55,55,13.47,Increased Capacity (1-7)
A,56,64,13.0,Increased Capacity (1-7)
A,55,56,14.58,Increased Capacity (1-7)
A,56,65,15.35,Increased Capacity (1-7)
A,55,79,15.63,Increased Capacity (1-7)
A,56,50,12.75,Increased Capacity (1-7)
A,52,71,14.44,Increased Capacity (1-7)
A,55,66,15.68,Increased Capacity (1-7)
A,59,54,13.96,Increased Capacity (1-7)
A,58,69,15.64,Increased Capacity (1-7)
A,60,56,14.38,Increased Capacity (1-7)
A,57,62,15.52,Increased Capacity (1-7)
A,64,57,14.29,Increased Capacity (1-7)
A,46,77,17.5,Increased Capacity (1-7)
A,56,71,15.2,Increased Capacity (1-7)
A,56,63,15.6,Increased Capacity (1-7)
A,58,66,14.0,Increased Capacity (1-7)
A,54,54,12.28,Increased Capacity (1-7)
A,50,73,17.29,Increased Capacity (1-7)
A,56,51,13.55,Increased Capacity (1-7)
A,52,86,16.88,Increased Capacity (1-7)
A,52,62,16.94,Increased Capacity (1-7)
A,62,51,14.88,Increased Capacity (1-7)
A,60,43,13.62,Increased Capacity (1-7)
A,56,80,14.0,Increased Capacity (1-7)
A,52,60,16.38,Increased Capacity (1-7)
A,57,70,14.1,Increased Capacity (1-7)
A,54,60,15.56,Increased Capacity (1-7)
A,54,64,16.0,Increased Capacity (1-7)
A,55,55,15.26,Increased Capacity (1-7)
A,53,52,13.18,Increased Capacity (1-7)
A,59,71,14.96,Increased Capacity (1-7)
A,56,58,13.5,Increased Capacity (1-7)
A,53,76,14.41,Increased Capacity (1-7)
A,60,73,15.08,Increased Capacity (1-7)
A,54,62,13.56,Increased Capacity (1-7)
A,55,69,15.26,Increased Capacity (1-7)
A,49,69,15.77,Increased Capacity (1-7)
A,60,62,13.54,Increased Capacity (1-7)
A,58,54,14.18,Increased Capacity (1-7)
A,60,81,14.5,Increased Capacity (1-7)
A,58,64,15.86,Increased Capacity (1-7)
A,54,55,14.83,Increased Capacity (1-7)
A,55,54,15.74,Increased Capacity (1-7)
A,61,48,13.84,Increased Capacity (1-7)
A,53,58,14.53,Increased Capacity (1-7)
A,56,76,15.4,Increased Capacity (1-7)
A,63,65,13.7,Increased Capacity (1-7)
A,61,61,14.24,Increased Capacity (1-7)
A,54,63,14.78,Increased Capacity (1-7)
A,57,52,13.57,Increased Capacity (1-7)
A,56,61,15.0,Increased Capacity (1-7)
A,50,66,14.71,Increased Capacity (1-7)
A,55,79,15.37,Increased Capacity (1-7)
A,59,44,14.17,Increased Capacity (1-7)
A,58,53,14.5,Increased Capacity (1-7)
A,59,63,14.43,Increased Capacity (1-7)
A,59,60,16.09,Increased Capacity (1-7)
A,58,73,15.36,Increased Capacity (1-7)
A,59,58,14.48,Increased Capacity (1-7)
A,55,50,14.32,Increased Capacity (1-7)
A,60,81,15.29,Increased Capacity (1-7)
A,58,56,12.68,Increased Capacity (1-7)
A,55,59,14.84,Increased Capacity (1-7)
A,53,33,14.59,Increased Capacity (1-7)
A,59,51,15.09,Increased Capacity (1-7)
A,60,50,14.92,Increased Capacity (1-7)
A,50,77,15.0,Increased Capacity (1-7)
A,50,58,14.79,Increased Capacity (1-7)
A,67,46,13.61,Increased Capacity (1-7)
A,51,66,13.93,Increased Capacity (1-7)
A,52,53,11.69,Increased Capacity (1-7)
A,56,61,13.75,Increased Capacity (1-7)
A,62,54,14.77,Increased Capacity (1-7)
A,55,59,15.74,Increased Capacity (1-7)
A,63,44,14.48,Increased Capacity (1-7)
A,60,55,13.75,Increased Capacity (1-7)
A,55,69,16.42,Increased Capacity (1-7)
A,57,52,14.24,Increased Capacity (1-7)
A,54,68,15.67,Increased Capacity (1-7)
A,55,73,15.16,Increased Capacity (1-7)
A,55,49,13.95,Increased Capacity (1-7)
A,56,62,15.8,Increased Capacity (1-7)
A,60,60,12.29,Increased Capacity (1-7)
A,54,59,15.44,Increased Capacity (1-7)
A,58,43,13.14,Increased Capacity (1-7)
A,60,59,12.71,Increased Capacity (1-7)
A,59,43,14.17,Increased Capacity (1-7)
A,51,75,15.4,Increased Capacity (1-7)
A,55,73,14.16,Increased Capacity (1-7)
A,54,61,14.67,Increased Capacity (1-7)
A,62,49,13.96,Increased Capacity (1-7)
A,54,59,14.72,Increased Capacity (1-7)
A,56,50,12.9,Increased Capacity (1-7)
A,61,61,13.44,Increased Capacity (1-7)
A,57,57,15.71,Increased Capacity (1-7)
A,52,67,16.5,Increased Capacity (1-7)
A,64,58,14.22,Increased Capacity (1-7)
A,66,58,14.5,Increased Capacity (1-7)
A,59,55,15.09,Increased Capacity (1-7)
A,56,48,16.1,Increased Capacity (1-7)
A,56,57,14.5,Increased Capacity (1-7)
A,55,53,15.05,Increased Capacity (1-7)
A,53,71,15.18,Increased Capacity (1-7)
A,59,58,14.04,Increased Capacity (1-7)
A,53,66,14.65,Increased Capacity (1-7)
A,55,61,14.0,Increased Capacity (1-7)
A,58,73,14.41,Increased Capacity (1-7)
A,55,53,15.05,Increased Capacity (1-7)
A,50,61,15.64,Increased Capacity (1-7)
A,57,73,15.24,Increased Capacity (1-7)
A,51,81,15.93,Increased Capacity (1-7)
A,53,64,15.24,Increased Capacity (1-7)
A,54,72,15.39,Increased Capacity (1-7)
A,56,56,14.3,Increased Capacity (1-7)
A,56,51,12.7,Increased Capacity (1-7)
A,51,70,15.2,Increased Capacity (1-7)
A,57,72,15.81,Increased Capacity (1-7)
A,58,56,13.95,Increased Capacity (1-7)
A,54,40,13.94,Increased Capacity (1-7)
A,54,67,13.78,Increased Capacity (1-7)
A,60,76,14.62,Increased Capacity (1-7)
A,54,76,13.5,Increased Capacity (1-7)
A,56,62,14.0,Increased Capacity (1-7)
A,59,56,14.91,Increased Capacity (1-7)
A,55,74,15.47,Increased Capacity (1-7)
A,62,59,14.15,Increased Capacity (1-7)
A,64,49,14.0,Increased Capacity (1-7)
A,54,65,15.17,Increased Capacity (1-7)
A,61,53,14.36,Increased Capacity (1-7)
A,51,65,14.33,Increased Capacity (1-7)
A,57,35,13.67,Increased Capacity (1-7)
A,60,46,14.96,Increased Capacity (1-7)
A,52,66,16.44,Increased Capacity (1-7)
A,61,47,14.0,Increased Capacity (1-7)
A,59,54,13.87,Increased Capacity (1-7)
A,56,45,14.0,Increased Capacity (1-7)
A,61,56,13.96,Increased Capacity (1-7)
A,59,52,13.13,Increased Capacity (1-7)
A,56,41,13.35,Increased Capacity (1-7)
A,61,59,14.52,Increased Capacity (1-7)
A,55,52,13.79,Increased Capacity (1-7)
A,59,55,14.96,Increased Capacity (1-7)
A,54,54,13.83,Increased Capacity (1-7)
A,58,71,15.09,Increased Capacity (1-7)
A,56,66,13.45,Increased Capacity (1-7)
A,55,49,15.11,Increased Capacity (1-7)
A,56,64,15.3,Increased Capacity (1-7)
A,47,64,17.91,Increased Capacity (1-7)
A,58,74,13.86,Increased Capacity (1-7)
A,49,74,15.62,Increased Capacity (1-7)
A,60,57,14.21,Increased Capacity (1-7)
A,55,61,13.68,Increased Capacity (1-7)
A,52,71,15.56,Increased Capacity (1-7)
A,57,61,14.0,Increased Capacity (1-7)
A,51,69,15.6,Increased Capacity (1-7)
A,57,58,14.95,Increased Capacity (1-7)
A,54,72,14.11,Increased Capacity (1-7)
A,60,30,12.96,Increased Capacity (1-7)
A,58,57,14.41,Increased Capacity (1-7)
A,56,66,14.85,Increased Capacity (1-7)
A,59,51,14.13,Increased Capacity (1-7)
A,55,69,15.32,Increased Capacity (1-7)
A,57,63,16.0,Increased Capacity (1-7)
A,63,59,13.63,Increased Capacity (1-7)
A,57,56,14.71,Increased Capacity (1-7)
A,58,61,13.18,Increased Capacity (1-7)
A,46,74,16.3,Increased Capacity (1-7)
A,51,70,15.4,Increased Capacity (1-7)
A,59,57,14.96,Increased Capacity (1-7)
A,55,57,13.47,Increased Capacity (1-7)
A,56,73,15.45,Increased Capacity (1-7)
A,63,42,14.19,Increased Capacity (1-7)
A,56,44,15.0,Increased Capacity (1-7)
A,56,49,13.4,Increased Capacity (1-7)
A,53,69,17.0,Increased Capacity (1-7)
A,53,64,14.53,Increased Capacity (1-7)
A,58,43,14.36,Increased Capacity (1-7)
A,55,72,14.26,Increased Capacity (1-7)
A,59,58,14.61,Increased Capacity (1-7)
A,52,80,14.19,Increased Capacity (1-7)
A,61,62,12.64,Increased Capacity (1-7)
A,57,61,16.14,Increased Capacity (1-7)
A,59,43,12.65,Increased Capacity (1-7)
A,54,66,15.44,Increased Capacity (1-7)
A,55,69,14.47,Increased Capacity (1-7)
A,53,65,13.18,Increased Capacity (1-7)
A,61,57,14.4,Increased Capacity (1-7)
A,57,68,15.67,Increased Capacity (1-7)
A,54,68,16.56,Increased Capacity (1-7)
A,56,61,14.95,Increased Capacity (1-7)
A,59,38,12.57,Increased Capacity (1-7)
A,52,59,13.88,Increased Capacity (1-7)
A,53,72,14.12,Increased Capacity (1-7)
A,60,39,15.62,Increased Capacity (1-7)
A,65,56,13.59,Increased Capacity (1-7)
A,60,52,14.54,Increased Capacity (1-7)
A,53,74,15.82,Increased Capacity (1-7)
A,54,71,17.56,Increased Capacity (1-7)
A,58,57,14.91,Increased Capacity (1-7)
A,51,67,15.67,Increased Capacity (1-7)
A,56,55,13.75,Increased Capacity (1-7)
A,54,45,13.5,Increased Capacity (1-7)
A,50,55,14.93,Increased Capacity (1-7)
A,55,66,15.53,Increased Capacity (1-7)
A,60,47,13.12,Increased Capacity (1-7)
A,59,54,12.83,Increased Capacity (1-7)
A,55,53,15.26,Increased Capacity (1-7)
A,52,66,16.19,Increased Capacity (1-7)
A,57,61,13.71,Increased Capacity (1-7)
A,59,66,14.04,Increased Capacity (1-7)
A,57,52,14.95,Increased Capacity (1-7)
A,58,58,14.82,Increased Capacity (1-7)
A,56,68,14.0,Increased Capacity (1-7)
A,47,65,15.55,Increased Capacity (1-7)
A,56,58,13.35,Increased Capacity (1-7)
A,61,53,14.76,Increased Capacity (1-7)
A,48,92,16.25,Increased Capacity (1-7)
A,56,60,14.3,Increased Capacity (1-7)
A,49,70,15.85,Increased Capacity (1-7)
A,52,49,14.44,Increased Capacity (1-7)
A,55,80,15.47,Increased Capacity (1-7)
A,60,58,14.92,Increased Capacity (1-7)
A,57,50,14.71,Increased Capacity (1-7)
A,53,65,15.94,Increased Capacity (1-7)
A,50,63,15.29,Increased Capacity (1-7)
A,53,71,15.53,Increased Capacity (1-7)
A,53,63,14.53,Increased Capacity (1-7)
A,54,71,16.22,Increased Capacity (1-7)
A,57,64,13.71,Increased Capacity (1-7)
A,57,70,14.71,Increased Capacity (1-7)
A,57,68,16.05,Increased Capacity (1-7)
A,63,60,14.04,Increased Capacity (1-7)
A,59,52,13.39,Increased Capacity (1-7)
A,64,64,14.39,Increased Capacity (1-7)
A,59,64,15.48,Increased Capacity (1-7)
A,56,51,14.8,Increased Capacity (1-7)
A,67,47,14.35,Increased Capacity (1-7)
A,54,66,13.72,Increased Capacity (1-7)
A,59,63,15.3,Increased Capacity (1-7)
A,56,55,14.75,Increased Capacity (1-7)
A,55,45,16.05,Increased Capacity (1-7)
A,60,48,13.0,Increased Capacity (1-7)
A,61,42,12.84,Increased Capacity (1-7)
A,60,60,14.0,Increased Capacity (1-7)
A,61,43,13.12,Increased Capacity (1-7)
A,52,66,14.69,Increased Capacity (1-7)
A,55,79,15.68,Increased Capacity (1-7)
A,53,65,14.59,Increased Capacity (1-7)
A,55,68,13.42,Increased Capacity (1-7)
A,53,63,15.94,Increased Capacity (1-7)
A,61,60,15.44,Increased Capacity (1-7)
A,56,54,14.4,Increased Capacity (1-7)
A,60,65,15.46,Increased Capacity (1-7)
A,58,56,14.48,Increased Capacity (1-7)
A,60,60,15.08,Increased Capacity (1-7)
A,59,57,14.04,Increased Capacity (1-7)
A,66,58,13.87,Increased Capacity (1-7)
A,54,55,13.83,Increased Capacity (1-7)
A,54,52,15.89,Increased Capacity (1-7)
A,57,55,13.52,Increased Capacity (1-7)
A,58,61,15.73,Increased Capacity (1-7)
A,57,51,15.0,Increased Capacity (1-7)
A,60,52,13.29,Increased Capacity (1-7)
A,47,86,16.0,Increased Capacity (1-7)
A,61,52,14.12,Increased Capacity (1-7)
A,61,62,14.28,Increased Capacity (1-7)
A,57,57,15.57,Increased Capacity (1-7)
A,58,69,15.0,Increased Capacity (1-7)
A,58,73,14.86,Increased Capacity (1-7)
A,56,56,16.35,Increased Capacity (1-7)
A,55,60,17.37,Increased Capacity (1-7)
A,49,80,16.46,Increased Capacity (1-7)
A,61,52,14.88,Increased Capacity (1-7)
A,55,58,14.84,Increased Capacity (1-7)
A,60,68,14.12,Increased Capacity (1-7)
A,54,65,14.0,Increased Capacity (1-7)
A,57,58,13.67,Increased Capacity (1-7)
A,61,62,14.16,Increased Capacity (1-7)
A,61,81,14.64,Increased Capacity (1-7)
A,54,74,14.06,Increased Capacity (1-7)
A,60,54,14.62,Increased Capacity (1-7)
A,48,72,14.75,Increased Capacity (1-7)
A,63,60,13.93,Increased Capacity (1-7)
A,54,58,15.22,Increased Capacity (1-7)
A,59,56,16.09,Increased Capacity (1-7)
A,54,47,13.67,Increased Capacity (1-7)
A,58,64,13.77,Increased Capacity (1-7)
A,57,68,15.57,Increased Capacity (1-7)
A,58,61,15.59,Increased Capacity (1-7)
A,59,74,14.96,Increased Capacity (1-7)
A,60,50,15.25,Increased Capacity (1-7)
A,53,66,15.65,Increased Capacity (1-7)
A,54,61,13.44,Increased Capacity (1-7)
A,59,47,14.22,Increased Capacity (1-7)
A,53,49,13.06,Increased Capacity (1-7)
A,46,75,16.8,Increased Capacity (1-7)
A,62,56,13.92,Increased Capacity (1-7)
A,58,42,14.32,Increased Capacity (1-7)
A,59,43,14.17,Increased Capacity (1-7)
A,57,47,15.9,Increased Capacity (1-7)
A,55,58,13.63,Increased Capacity (1-7)
A,58,45,14.5,Increased Capacity (1-7)
A,54,62,15.33,Increased Capacity (1-7)
A,56,50,13.8,Increased Capacity (1-7)
A,53,71,15.82,Increased Capacity (1-7)
A,62,46,14.27,Increased Capacity (1-7)
A,56,53,14.2,Increased Capacity (1-7)
A,67,51,13.55,Increased Capacity (1-7)
A,48,74,16.58,Increased Capacity (1-7)
A,52,60,14.0,Increased Capacity (1-7)
A,55,63,15.0,Increased Capacity (1-7)
A,62,42,14.42,Increased Capacity (1-7)
A,52,54,13.75,Increased Capacity (1-7)
A,61,65,13.48,Increased Capacity (1-7)
A,52,65,15.69,Increased Capacity (1-7)
A,59,57,12.57,Increased Capacity (1-7)
A,54,78,16.44,Increased Capacity (1-7)
A,56,62,12.5,Increased Capacity (1-7)
A,57,67,15.19,Increased Capacity (1-7)
A,59,64,14.43,Increased Capacity (1-7)
A,55,68,14.05,Increased Capacity (1-7)
A,58,67,14.86,Increased Capacity (1-7)
A,56,47,13.3,Increased Capacity (1-7)
A,53,61,16.0,Increased Capacity (1-7)
A,57,46,13.05,Increased Capacity (1-7)
A,50,81,14.71,Increased Capacity (1-7)
A,65,46,13.9,Increased Capacity (1-7)
A,60,54,13.21,Increased Capacity (1-7)
A,53,47,13.71,Increased Capacity (1-7)
A,61,51,13.2,Increased Capacity (1-7)
A,55,65,16.21,Increased Capacity (1-7)
A,56,56,15.6,Increased Capacity (1-7)
A,49,48,15.23,Increased Capacity (1-7)
A,49,69,15.23,Increased Capacity (1-7)
A,51,66,15.73,Increased Capacity (1-7)
A,57,59,15.19,Increased Capacity (1-7)
A,56,66,12.45,Increased Capacity (1-7)
A,52,62,16.5,Increased Capacity (1-7)
