SimID;Strategy;Strategy Label;Total Output;End WIP;Avg Cycle Time
816;original;Base Game;50;65;16,57
817;original;Base Game;51;68;16,27
818;original;Base Game;57;54;13,62
819;original;Base Game;53;58;14,29
820;original;Base Game;51;55;15,93
821;original;Base Game;57;44;14,62
822;original;Base Game;54;61;14,39
823;original;Base Game;53;75;14,71
824;original;Base Game;55;48;13,89
825;original;Base Game;52;56;15,81
826;original;Base Game;52;60;16,06
827;original;Base Game;57;59;15,19
828;original;Base Game;50;58;16,29
829;original;Base Game;51;58;16,27
830;original;Base Game;49;48;14,54
831;original;Base Game;55;42;13,89
832;original;Base Game;55;52;14,63
833;original;Base Game;55;62;15,58
834;original;Base Game;56;51;14,3
835;original;Base Game;50;63;15
836;original;Base Game;52;61;14,44
837;original;Base Game;54;55;15,17
838;original;Base Game;53;41;16,18
839;original;Base Game;56;50;15,05
840;original;Base Game;56;46;15,95
841;original;Base Game;57;58;15,62
842;original;Base Game;54;62;15,5
843;original;Base Game;52;68;16
844;original;Base Game;50;45;14
845;original;Base Game;49;62;15,54
846;original;Base Game;53;51;15,94
847;original;Base Game;47;51;15,45
848;original;Base Game;55;38;12,42
849;original;Base Game;52;58;14,94
850;original;Base Game;50;58;14,93
851;original;Base Game;56;50;14,7
852;original;Base Game;58;51;15,36
853;original;Base Game;51;66;15
854;original;Base Game;55;44;15,53
855;original;Base Game;52;41;14,88
856;original;Base Game;53;60;14,76
857;original;Base Game;55;42;14
858;original;Base Game;50;63;14,43
859;original;Base Game;49;60;15,62
860;original;Base Game;50;56;16,36
861;original;Base Game;57;59;14,52
862;original;Base Game;50;55;14,71
863;original;Base Game;52;45;15,44
864;original;Base Game;56;62;14,95
865;original;Base Game;50;56;16,07
866;original;Base Game;59;40;14,96
867;original;Base Game;57;51;15,57
868;original;Base Game;59;60;14,43
869;original;Base Game;52;62;15,12
870;original;Base Game;53;55;14,82
871;original;Base Game;48;58;16,08
872;original;Base Game;58;38;14,77
873;original;Base Game;51;67;16,6
874;original;Base Game;55;47;15,26
875;original;Base Game;54;59;15,94
876;original;Base Game;51;50;16,4
877;original;Base Game;55;55;15,74
878;original;Base Game;50;51;14,86
879;original;Base Game;52;51;15,38
880;original;Base Game;55;50;14,47
881;original;Base Game;54;53;15,11
882;original;Base Game;46;55;16,1
883;original;Base Game;47;59;14,64
884;original;Base Game;55;49;15,53
885;original;Base Game;49;52;14,62
886;original;Base Game;55;41;15,53
887;original;Base Game;45;56;15,44
888;original;Base Game;52;51;14,25
889;original;Base Game;46;75;17,3
890;original;Base Game;55;56;15,26
891;original;Base Game;52;51;15,62
892;original;Base Game;56;54;14,35
893;original;Base Game;57;48;13,67
894;original;Base Game;60;47;13,75
895;original;Base Game;55;32;15
896;original;Base Game;54;53;15,11
897;original;Base Game;50;51;16,86
898;original;Base Game;49;57;16,77
899;original;Base Game;52;52;15,94
900;original;Base Game;49;62;16,46
901;original;Base Game;51;56;14,8
902;original;Base Game;49;59;15,62
903;original;Base Game;52;53;15,88
904;original;Base Game;54;54;14,83
905;original;Base Game;50;56;15,79
906;original;Base Game;56;59;15,1
907;original;Base Game;53;47;15,65
908;original;Base Game;51;46;14,2
909;original;Base Game;51;50;14,6
910;original;Base Game;53;49;15,53
911;original;Base Game;49;57;14,85
912;original;Base Game;49;55;16,31
913;original;Base Game;49;58;17,23
914;original;Base Game;50;46;16,29
915;original;Base Game;53;46;16,12
916;original;Base Game;47;54;16,09
917;original;Base Game;53;46;13,18
918;original;Base Game;53;51;15,53
919;original;Base Game;54;63;14,56
920;original;Base Game;47;61;16,18
921;original;Base Game;55;56;13,74
922;original;Base Game;51;61;16,8
923;original;Base Game;53;62;15,24
924;original;Base Game;58;44;14,59
925;original;Base Game;49;62;15,92
926;original;Base Game;55;57;13,63
927;original;Base Game;61;37;13,72
928;original;Base Game;57;48;14,24
929;original;Base Game;56;39;14,75
930;original;Base Game;57;46;14,29
931;original;Base Game;49;54;16,46
932;original;Base Game;53;40;12
933;original;Base Game;51;52;14,6
934;original;Base Game;57;48;13
935;original;Base Game;51;65;15,13
936;original;Base Game;51;53;15,4
937;original;Base Game;55;40;16,89
938;original;Base Game;56;58;15,25
939;original;Base Game;55;66;14,58
940;original;Base Game;59;46;12,7
941;original;Base Game;52;57;15,62
942;original;Base Game;45;70;16,22
943;original;Base Game;56;47;13
944;original;Base Game;53;48;13,65
945;original;Base Game;47;48;13,55
946;original;Base Game;54;67;16,06
947;original;Base Game;56;53;15,15
948;original;Base Game;49;49;14,08
949;original;Base Game;60;52;13,79
950;original;Base Game;54;52;14,22
951;original;Base Game;52;58;17,31
952;original;Base Game;59;47;15,52
953;original;Base Game;43;58;18
954;original;Base Game;55;60;15,11
955;original;Base Game;52;59;14,69
956;original;Base Game;48;55;17,25
957;original;Base Game;53;69;14,47
958;original;Base Game;53;51;14,82
959;original;Base Game;56;48;14,65
960;original;Base Game;45;63;17,22
961;original;Base Game;52;59;16,06
962;original;Base Game;53;51;15,82
963;original;Base Game;49;59;15,85
964;original;Base Game;54;56;13,94
965;original;Base Game;57;57;14,1
966;original;Base Game;58;40;14,64
967;original;Base Game;50;60;15,29
968;original;Base Game;58;56;13,95
969;original;Base Game;56;52;15,65
970;original;Base Game;48;56;15,5
971;original;Base Game;53;47;14
972;original;Base Game;51;44;14,4
973;original;Base Game;49;74;15,92
974;original;Base Game;53;63;15,65
975;original;Base Game;53;51;15,59
976;original;Base Game;49;61;16,46
977;original;Base Game;53;60;15,94
978;original;Base Game;65;33;12,76
979;original;Base Game;54;60;16,33
980;original;Base Game;46;58;16,7
981;original;Base Game;49;54;16,08
982;original;Base Game;58;52;14,86
983;original;Base Game;53;42;16,41
984;original;Base Game;54;43;13,56
985;original;Base Game;51;60;17,93
986;original;Base Game;51;49;14,07
987;original;Base Game;58;58;14,86
988;original;Base Game;53;49;14,59
989;original;Base Game;55;42;12,89
990;original;Base Game;49;65;17,15
991;original;Base Game;53;60;15,53
992;original;Base Game;53;55;15,47
993;original;Base Game;55;46;16,53
994;original;Base Game;56;67;14,1
995;original;Base Game;55;49;16
996;original;Base Game;52;40;13,12
997;original;Base Game;57;47;14,57
998;original;Base Game;48;60;16,75
999;original;Base Game;57;55;15,33
1000;original;Base Game;50;42;15,93
1001;original;Base Game;52;34;14,88
1002;original;Base Game;56;39;12,4
1003;original;Base Game;53;44;14,71
1004;original;Base Game;53;45;15,76
1005;original;Base Game;55;61;16,11
1006;original;Base Game;54;58;16,22
1007;original;Base Game;60;42;14,83
1008;original;Base Game;57;53;14,52
1009;original;Base Game;56;60;16,3
1010;original;Base Game;57;53;13,24
1011;original;Base Game;45;71;17,67
1012;original;Base Game;49;52;14,08
1013;original;Base Game;50;65;16,07
1014;original;Base Game;47;47;15,64
1015;original;Base Game;38;77;19,5
1016;original;Base Game;52;54;15,5
1017;original;Base Game;54;47;14,28
1018;original;Base Game;55;54;16,58
1019;original;Base Game;53;63;15,71
1020;original;Base Game;55;63;15,21
1021;original;Base Game;59;38;14,09
1022;original;Base Game;50;60;15,86
1023;original;Base Game;55;45;14,26
1024;original;Base Game;53;37;13,47
1025;original;Base Game;55;55;14,84
1026;original;Base Game;53;50;15,06
1027;original;Base Game;50;51;14,29
1028;original;Base Game;51;55;16,2
1029;original;Base Game;50;51;17
1030;original;Base Game;57;35;13,29
1031;original;Base Game;56;42;14,1
1032;original;Base Game;55;53;16,26
1033;original;Base Game;57;43;13,81
1034;original;Base Game;52;53;15,06
1035;original;Base Game;55;58;13,95
1036;original;Base Game;48;53;16,67
1037;original;Base Game;53;50;14,88
1038;original;Base Game;56;54;15,55
1039;original;Base Game;54;58;14,44
1040;original;Base Game;56;40;14,5
1041;original;Base Game;51;48;14,07
1042;original;Base Game;57;55;15,48
1043;original;Base Game;58;50;14,45
1044;original;Base Game;51;53;16,13
1045;original;Base Game;56;53;16
1046;original;Base Game;50;42;13,86
1047;original;Base Game;52;57;15,06
1048;original;Base Game;48;54;15,75
1049;original;Base Game;51;60;15,53
1050;original;Base Game;50;56;15,43
1051;original;Base Game;55;48;13,26
1052;original;Base Game;50;60;13,79
1053;original;Base Game;56;44;16,35
1054;original;Base Game;52;50;15,81
1055;original;Base Game;52;56;16,31
1056;original;Base Game;55;42;14,89
1057;original;Base Game;52;41;14,44
1058;original;Base Game;53;63;14,47
1059;original;Base Game;52;57;16,25
1060;original;Base Game;58;53;16
1061;original;Base Game;47;72;15,91
1062;original;Base Game;51;53;16,07
1063;original;Base Game;51;47;16,27
1064;original;Base Game;55;53;14
1065;original;Base Game;53;63;16,35
1066;original;Base Game;56;41;12,95
1067;original;Base Game;53;45;14
1068;original;Base Game;59;55;15,26
1069;original;Base Game;50;50;16
1070;original;Base Game;47;49;15
1071;original;Base Game;50;46;16,07
1072;original;Base Game;52;41;13,38
1073;original;Base Game;55;59;14,68
1074;original;Base Game;53;60;16,47
1075;original;Base Game;52;52;15,94
1076;original;Base Game;52;54;14,94
1077;original;Base Game;55;52;15,42
1078;original;Base Game;56;55;14,95
1079;original;Base Game;54;50;14,94
1080;original;Base Game;46;46;15,9
1081;original;Base Game;51;50;16,33
1082;original;Base Game;52;46;15,62
1083;original;Base Game;53;66;15,82
1084;original;Base Game;56;44;15,35
1085;original;Base Game;56;53;15,5
1086;original;Base Game;57;42;13,05
1087;original;Base Game;53;57;15,12
1088;original;Base Game;57;36;12,67
1089;original;Base Game;56;52;14,6
1090;original;Base Game;55;67;15,11
1091;original;Base Game;56;50;15,5
1092;original;Base Game;42;63;18
1093;original;Base Game;60;40;13,54
1094;original;Base Game;58;42;13,95
1095;original;Base Game;48;56;15
1096;original;Base Game;49;61;15,15
1097;original;Base Game;55;56;13,58
1098;original;Base Game;52;59;13,75
1099;original;Base Game;56;45;14,45
1100;original;Base Game;51;58;14,07
1101;original;Base Game;49;73;17,46
1102;original;Base Game;51;58;16,93
1103;original;Base Game;53;59;15,41
1104;original;Base Game;53;53;15,12
1105;original;Base Game;53;60;15,71
1106;original;Base Game;45;68;17,33
1107;original;Base Game;48;51;16,58
1108;original;Base Game;53;53;15,12
1109;original;Base Game;54;46;14,44
1110;original;Base Game;56;41;13,85
1111;original;Base Game;56;48;13,85
1112;original;Base Game;51;47;16,27
1113;original;Base Game;55;49;15,53
1114;original;Base Game;54;51;13,89
1115;original;Base Game;55;50;14,11
1116;original;Base Game;52;34;11,69
1117;original;Base Game;51;44;16,2
1118;original;Base Game;52;61;14,62
1119;original;Base Game;56;54;13,85
1120;original;Base Game;56;40;14,5
1121;original;Base Game;52;45;15,06
1122;original;Base Game;60;46;14,46
1123;original;Base Game;50;54;15,43
1124;original;Base Game;50;62;15,64
1125;original;Base Game;48;49;14,83
1126;original;Base Game;56;62;14,4
1127;original;Base Game;47;68;16,82
1128;original;Base Game;53;66;16
1129;original;Base Game;53;62;16,24
1130;original;Base Game;59;45;14,22
1131;original;Base Game;56;57;16,55
1132;original;Base Game;53;56;15,88
1133;original;Base Game;50;51;14,5
1134;original;Base Game;53;48;15,29
1135;original;Base Game;56;34;15,05
1136;original;Base Game;52;45;15,44
1137;original;Base Game;44;71;16,75
1138;original;Base Game;56;46;13,2
1139;original;Base Game;50;65;17,36
1140;original;Base Game;44;54;17,5
1141;original;Base Game;53;65;15,12
1142;original;Base Game;54;57;16,22
1143;original;Base Game;52;50;14,69
1144;original;Base Game;54;42;14,28
1145;original;Base Game;56;58;16,3
1146;original;Base Game;54;57;16,44
1147;original;Base Game;54;63;16,11
1148;original;Base Game;57;38;14,05
1149;original;Base Game;60;49;14,29
1150;original;Base Game;58;43;12,73
1151;original;Base Game;51;56;15
1152;original;Base Game;55;62;14,37
1153;original;Base Game;48;59;16
1154;original;Base Game;54;48;15,28
1155;original;Base Game;50;56;15,14
1156;original;Base Game;46;43;16
1157;original;Base Game;51;58;15,53
1158;original;Base Game;55;61;15,63
1159;original;Base Game;52;58;14,88
1160;original;Base Game;52;72;14,62
1161;original;Base Game;57;49;15,1
1162;original;Base Game;51;43;12
1163;original;Base Game;54;56;15,89
1164;original;Base Game;54;45;12,83
1165;original;Base Game;50;51;15,29
1166;original;Base Game;51;57;14,67
1167;original;Base Game;53;39;11,71
1168;original;Base Game;56;39;14,05
1169;original;Base Game;54;43;14,89
1170;original;Base Game;54;46;14,06
1171;original;Base Game;59;48;13,35
1172;original;Base Game;58;49;15,14
1173;original;Base Game;52;42;14,81
1174;original;Base Game;52;47;15,44
1175;original;Base Game;58;57;14,55
1176;original;Base Game;54;49;15,33
1177;original;Base Game;55;41;14,53
1178;original;Base Game;55;46;13,37
1179;original;Base Game;56;46;14,6
1180;original;Base Game;43;65;18
1181;original;Base Game;54;57;16,33
1182;original;Base Game;52;56;14,69
1183;original;Base Game;56;50;15,05
1184;original;Base Game;48;39;16,17
1185;original;Base Game;48;56;16,33
1186;original;Base Game;51;61;15,53
1187;original;Base Game;55;36;13,37
1188;original;Base Game;58;42;13,23
1189;original;Base Game;55;46;14,58
1190;original;Base Game;53;43;15,35
1191;original;Base Game;45;58;17,33
1192;original;Base Game;57;55;14,9
1193;original;Base Game;52;55;15,56
1194;original;Base Game;54;59;15
1195;original;Base Game;53;66;14,12
1196;original;Base Game;52;51;15
1197;original;Base Game;52;46;15,56
1198;original;Base Game;55;62;15,11
1199;original;Base Game;51;39;14,4
1200;original;Base Game;54;55;15,06
1201;original;Base Game;45;61;16,78
1202;original;Base Game;49;66;17,62
1203;original;Base Game;50;59;16,79
1204;original;Base Game;53;58;15
1205;original;Base Game;53;53;14,06
1206;original;Base Game;51;66;15,4
1207;original;Base Game;56;50;13,4
1208;original;Base Game;50;54;15,5
1209;original;Base Game;53;54;15
1210;original;Base Game;51;56;15,87
1211;original;Base Game;54;57;14,44
1212;original;Base Game;54;44;14,83
1213;original;Base Game;51;62;15,6
1214;original;Base Game;57;38;14,48
1215;original;Base Game;58;38;13,45
1216;original;Base Game;58;55;14,45
1217;original;Base Game;53;61;15,06
1218;original;Base Game;52;51;14,25
1219;original;Base Game;50;76;15,71
1220;original;Base Game;51;53;16,07
1221;original;Base Game;53;67;15,59
1222;original;Base Game;50;51;15,79
1223;original;Base Game;44;72;18
1224;original;Base Game;52;56;15,62
1225;original;Base Game;50;72;16
1226;original;Base Game;54;46;14,89
1227;original;Base Game;55;51;14,42
1228;original;Base Game;46;61;16,1
1229;original;Base Game;51;45;14,67
1230;original;Base Game;58;48;12,77
1231;original;Base Game;49;68;14,85
1232;original;Base Game;56;44;15,15
1233;original;Base Game;53;68;14,82
1234;original;Base Game;56;46;13,6
1235;original;Base Game;52;44;15
1236;original;Base Game;51;48;13,33
1237;original;Base Game;52;60;16
1238;original;Base Game;55;44;14
1239;original;Base Game;50;56;14,93
1240;original;Base Game;54;55;13,56
1241;original;Base Game;54;63;16,28
1242;original;Base Game;56;53;14,55
1243;original;Base Game;55;48;14,74
1244;original;Base Game;50;59;15,79
1245;original;Base Game;46;51;17
1246;original;Base Game;56;51;14,15
1247;original;Base Game;53;37;13,35
1248;original;Base Game;55;62;16,11
1249;original;Base Game;48;58;16,17
1250;original;Base Game;57;52;15
1251;original;Base Game;54;55;13,94
1252;original;Base Game;58;48;12,32
1253;original;Base Game;54;41;15,22
1254;original;Base Game;53;35;15,06
1255;original;Base Game;49;43;16,31
1256;original;Base Game;55;52;14,84
1257;original;Base Game;53;56;14,82
1258;original;Base Game;54;51;14,56
1259;original;Base Game;53;55;14,76
1260;original;Base Game;54;42;14
1261;original;Base Game;50;55;17,79
1262;original;Base Game;48;66;16,42
1263;original;Base Game;54;64;14
1264;original;Base Game;60;34;14,17
1265;original;Base Game;49;45;14,15
1266;original;Base Game;49;60;16,54
1267;original;Base Game;52;46;13,94
1268;original;Base Game;53;56;16
1269;original;Base Game;50;68;16,36
1270;original;Base Game;59;45;13,13
1271;original;Base Game;50;44;14,57
1272;original;Base Game;53;59;16,76
1273;original;Base Game;48;59;17,25
1274;original;Base Game;56;52;14,6
1275;original;Base Game;60;52;15
1276;original;Base Game;54;54;14,39
1277;original;Base Game;49;51;15,23
1278;original;Base Game;58;50;13,68
1279;original;Base Game;53;52;15,82
1280;original;Base Game;52;53;15,62
1281;original;Base Game;49;64;15,23
1282;original;Base Game;49;59;14,38
1283;original;Base Game;53;56;15,47
1284;original;Base Game;46;70;17,2
1285;original;Base Game;53;58;15,12
1286;original;Base Game;56;49;14,6
1287;original;Base Game;52;34;14
1288;original;Base Game;54;68;13,89
1289;original;Base Game;50;47;14,43
1290;original;Base Game;54;55;14,11
